                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    125,                0.89176,                0.87511,                 1.4124,                0.91173,                  0.975,                0.99056,                 0.7533,                0.88414,                0.56233,                 1.5242,             0.00064115,             0.00064115,             0.00064115
                    126,                0.92758,                0.95819,                 1.4256,                0.94954,                0.94959,                0.98546,                0.76753,                 0.8903,                 0.5835,                 1.5364,              0.0006362,              0.0006362,              0.0006362
                    127,                 0.9158,                0.83704,                 1.4024,                0.98578,                0.89915,                0.98752,                0.77224,                0.95526,                0.60058,                 1.6287,             0.00063125,             0.00063125,             0.00063125
                    128,                0.87512,                 0.8655,                 1.3803,                0.94121,                0.94118,                0.98634,                0.75015,                0.96085,                0.61976,                 1.6317,              0.0006263,              0.0006263,              0.0006263
                    129,                0.90954,                0.88977,                  1.415,                0.95486,                0.98008,                   0.99,                0.75226,                0.95845,                 0.5902,                 1.6675,             0.00062135,             0.00062135,             0.00062135
                    130,                0.87387,                0.84553,                 1.3699,                0.94373,                0.97526,                0.99165,                0.79215,                0.91036,                 0.5619,                 1.5535,              0.0006164,              0.0006164,              0.0006164
                    131,                0.90145,                0.89254,                  1.389,                0.91934,                0.94385,                0.98187,                0.73243,                0.92624,                0.60904,                 1.5864,             0.00061145,             0.00061145,             0.00061145
                    132,                0.84971,                 0.8289,                 1.3533,                0.89397,                0.93308,                0.93894,                0.73258,                0.85911,                0.71456,                 1.5252,              0.0006065,              0.0006065,              0.0006065
                    133,                0.89511,                0.82383,                 1.4002,                0.92337,                0.89934,                0.98706,                0.77767,                0.86229,                0.64241,                  1.517,             0.00060155,             0.00060155,             0.00060155
                    134,                0.91895,                 0.8883,                 1.3868,                0.94978,                0.97255,                0.99096,                0.74872,                0.95096,                0.55703,                 1.6399,              0.0005966,              0.0005966,              0.0005966
                    135,                0.90064,                0.84694,                 1.3982,                 0.9687,                0.92998,                0.99242,                0.73175,                0.94565,                0.57664,                 1.5778,             0.00059165,             0.00059165,             0.00059165
                    136,                0.90068,                0.90066,                 1.4098,                0.91068,                0.96768,                0.98877,                0.77351,                0.87061,                0.55486,                 1.5265,              0.0005867,              0.0005867,              0.0005867
                    137,                0.90519,                 0.8661,                 1.3764,                0.92388,                0.95431,                0.98367,                0.76302,                0.91134,                0.62441,                  1.549,             0.00058175,             0.00058175,             0.00058175
                    138,                0.93698,                0.89309,                 1.4113,                0.92555,                0.96057,                0.98806,                0.75592,                0.93217,                0.60916,                  1.558,              0.0005768,              0.0005768,              0.0005768
                    139,                0.86666,                0.81813,                 1.3684,                0.99067,                 0.9593,                0.99304,                0.74714,                0.91748,                0.53213,                 1.5656,             0.00057185,             0.00057185,             0.00057185
                    140,                0.86651,                0.79062,                 1.3543,                0.97705,                0.94484,                0.99152,                0.78847,                0.81194,                0.50777,                 1.4591,              0.0005669,              0.0005669,              0.0005669
                    141,                0.84578,                0.79586,                 1.3564,                0.97415,                  0.946,                 0.9919,                0.77012,                  0.872,                0.53671,                 1.4955,             0.00056195,             0.00056195,             0.00056195
                    142,                0.91748,                0.86859,                 1.4163,                0.95508,                0.98018,                0.99177,                0.79871,                0.87766,                0.49917,                 1.5164,               0.000557,               0.000557,               0.000557
                    143,                0.86837,                0.83792,                 1.3683,                0.82608,                0.90583,                0.97102,                0.74704,                 0.8981,                0.79912,                 1.5278,             0.00055205,             0.00055205,             0.00055205
                    144,                0.83159,                 0.8388,                 1.3683,                0.94774,                0.96519,                0.99057,                0.79378,                0.84236,                0.52215,                 1.4554,              0.0005471,              0.0005471,              0.0005471
                    145,                0.83275,                0.81574,                 1.3365,                0.98301,                0.95433,                0.99455,                0.78406,                0.87405,                0.52724,                 1.5044,             0.00054215,             0.00054215,             0.00054215
                    146,                0.83905,                0.79309,                 1.3492,                 0.9686,                0.97704,                0.99274,                0.75474,                0.88048,                 0.5088,                 1.4997,              0.0005372,              0.0005372,              0.0005372
                    147,                0.82125,                0.79589,                 1.3267,                0.97936,                0.96678,                0.99398,                 0.7962,                0.80308,                0.50311,                 1.4409,             0.00053225,             0.00053225,             0.00053225
                    148,                0.83031,                0.75995,                 1.3476,                0.95741,                0.98322,                0.99236,                0.77721,                0.84575,                0.52553,                 1.4684,              0.0005273,              0.0005273,              0.0005273
                    149,                 0.8355,                0.79944,                 1.3487,                0.97693,                0.95365,                0.99024,                0.79852,                0.80333,                0.52332,                 1.4514,             0.00052235,             0.00052235,             0.00052235
                    150,                0.83194,                 0.7549,                 1.3596,                0.92561,                0.96551,                0.98095,                0.76748,                0.84008,                0.55952,                  1.469,              0.0005174,              0.0005174,              0.0005174
                    151,                0.79739,                0.75779,                 1.3208,                0.98128,                0.96937,                0.99308,                0.80899,                 0.7659,                0.48414,                 1.4358,             0.00051245,             0.00051245,             0.00051245
                    152,                0.83355,                0.77082,                 1.3451,                0.97239,                0.97839,                  0.995,                0.73632,                0.93106,                0.54715,                 1.5494,              0.0005075,              0.0005075,              0.0005075
                    153,                0.84981,                0.74905,                 1.3619,                0.98896,                0.93836,                0.99375,                0.79747,                0.81702,                0.50177,                 1.4737,             0.00050255,             0.00050255,             0.00050255
                    154,                 0.8573,                0.77712,                  1.367,                0.96136,                0.91254,                0.98553,                0.78623,                0.81271,                0.51855,                 1.4311,              0.0004976,              0.0004976,              0.0004976
                    155,                0.83907,                0.77548,                 1.3334,                0.94974,                0.97505,                0.99125,                0.83068,                0.73708,                0.50801,                   1.35,             0.00049265,             0.00049265,             0.00049265
                    156,                0.85462,                  0.769,                   1.36,                0.96765,                0.98241,                0.99455,                0.81113,                0.78266,                0.51529,                 1.3785,              0.0004877,              0.0004877,              0.0004877
                    157,                0.82811,                0.75442,                 1.3318,                0.96137,                0.95078,                0.99389,                0.82201,                0.74069,                0.50265,                 1.3608,             0.00048275,             0.00048275,             0.00048275
                    158,                0.83583,                0.78127,                  1.351,                 0.8995,                0.98439,                0.99149,                0.75657,                0.88706,                 0.5819,                 1.4746,              0.0004778,              0.0004778,              0.0004778
                    159,                0.85697,                0.76811,                 1.3534,                0.91733,                0.95142,                0.98715,                0.79606,                0.79877,                0.57587,                 1.4322,             0.00047285,             0.00047285,             0.00047285
                    160,                0.87132,                0.77001,                 1.3489,                0.98575,                0.94253,                 0.9933,                0.75761,                0.91743,                0.52826,                 1.5418,              0.0004679,              0.0004679,              0.0004679
                    161,                0.82579,                0.75538,                 1.3205,                0.98345,                0.95161,                 0.9933,                0.80358,                0.79436,                0.47875,                  1.447,             0.00046295,             0.00046295,             0.00046295
                    162,                0.82004,                0.76137,                 1.3226,                0.95619,                0.98248,                 0.9934,                0.72626,                0.99023,                0.53131,                 1.6147,               0.000458,               0.000458,               0.000458
                    163,                0.82692,                0.72619,                 1.3417,                0.93053,                0.97734,                  0.995,                0.80666,                 0.7821,                0.52439,                 1.3985,             0.00045305,             0.00045305,             0.00045305
                    164,                0.80666,                0.74928,                 1.3277,                0.95185,                0.98433,                  0.995,                0.79452,                0.82077,                 0.4786,                 1.4395,              0.0004481,              0.0004481,              0.0004481
                    165,                   0.82,                0.71218,                 1.3569,                 0.9684,                0.96876,                0.99434,                0.75377,                0.94658,                0.51136,                 1.5901,             0.00044315,             0.00044315,             0.00044315
                    166,                0.83547,                0.76508,                 1.3392,                0.96392,                0.93974,                0.99247,                0.79247,                0.82145,                0.49145,                 1.4104,              0.0004382,              0.0004382,              0.0004382
                    167,                0.79358,                0.74716,                 1.3402,                0.95204,                0.99556,                0.99375,                 0.8106,                0.76741,                0.47716,                 1.3844,             0.00043325,             0.00043325,             0.00043325
                    168,                0.78958,                 0.7413,                 1.3178,                0.95558,                0.98921,                  0.995,                0.81459,                0.78451,                0.46389,                 1.3875,              0.0004283,              0.0004283,              0.0004283
                    169,                 0.8185,                0.77579,                 1.3382,                0.96415,                0.98847,                  0.995,                0.80877,                0.79588,                0.46764,                 1.4156,             0.00042335,             0.00042335,             0.00042335
                    170,                0.84972,                0.79036,                 1.3496,                0.97016,                0.96795,                0.99258,                0.80515,                0.82366,                0.50825,                 1.4124,              0.0004184,              0.0004184,              0.0004184
                    171,                0.77874,                0.73125,                 1.3102,                0.98719,                0.92244,                0.99215,                0.81771,                0.75659,                  0.519,                 1.3441,             0.00041345,             0.00041345,             0.00041345
                    172,                0.81253,                0.72783,                 1.3112,                0.95898,                0.97479,                0.99383,                 0.8294,                 0.7496,                0.44929,                 1.3518,              0.0004085,              0.0004085,              0.0004085
                    173,                0.75844,                0.68738,                 1.2954,                0.98382,                0.96537,                  0.995,                0.79489,                0.80484,                0.44685,                 1.4099,             0.00040355,             0.00040355,             0.00040355
                    174,                 0.7801,                0.77818,                 1.3108,                0.97876,                0.98505,                0.99413,                  0.798,                0.81243,                0.46364,                 1.4213,              0.0003986,              0.0003986,              0.0003986
                    175,                0.77991,                 0.7113,                 1.3016,                0.98486,                0.97302,                 0.9934,                0.81455,                0.75566,                0.49806,                 1.3687,             0.00039365,             0.00039365,             0.00039365
                    176,                0.77279,                0.70173,                  1.296,                0.98153,                0.92809,                 0.9884,                 0.8037,                0.78791,                0.48803,                 1.3966,              0.0003887,              0.0003887,              0.0003887
                    177,                0.76544,                0.74532,                 1.3058,                0.96631,                0.97688,                0.99338,                0.80095,                0.77394,                0.47146,                 1.4028,             0.00038375,             0.00038375,             0.00038375
                    178,                0.77139,                0.74183,                 1.2957,                0.93633,                 0.9548,                0.98958,                0.80659,                0.76277,                0.50546,                 1.3711,              0.0003788,              0.0003788,              0.0003788
                    179,                0.82001,                0.75587,                 1.3356,                0.98934,                 0.9881,                0.99083,                0.81366,                0.75324,                0.45554,                 1.3461,             0.00037385,             0.00037385,             0.00037385
                    180,                0.76458,                0.67845,                 1.2985,                0.97936,                0.99556,                  0.995,                0.81951,                0.76334,                0.46765,                 1.3568,              0.0003689,              0.0003689,              0.0003689
                    181,                0.80288,                0.70429,                 1.3112,                0.97968,                0.97599,                  0.995,                0.81422,                0.76688,                0.45631,                 1.3734,             0.00036395,             0.00036395,             0.00036395
                    182,                0.74025,                0.67053,                  1.268,                 0.9481,                0.99913,                  0.995,                0.81093,                0.79209,                0.44997,                 1.4069,               0.000359,               0.000359,               0.000359
                    183,                0.76336,                0.69022,                 1.2921,                0.98862,                0.96611,                  0.995,                0.80957,                0.79426,                0.45142,                 1.4005,             0.00035405,             0.00035405,             0.00035405
                    184,                0.78376,                0.72088,                 1.2988,                0.97787,                 0.9881,                0.99455,                0.82398,                0.76432,                0.42626,                 1.3697,              0.0003491,              0.0003491,              0.0003491
                    185,                0.75537,                0.69645,                 1.2802,                 0.9608,                 0.9881,                 0.9931,                0.80045,                 0.8242,                0.45637,                 1.4281,             0.00034415,             0.00034415,             0.00034415
                    186,                0.75798,                0.69322,                 1.2874,                0.98233,                 0.9881,                0.99455,                0.81217,                0.77175,                0.43844,                 1.3845,              0.0003392,              0.0003392,              0.0003392
                    187,                 0.7731,                0.69623,                    1.3,                0.97584,                0.96414,                0.99398,                0.81056,                0.80427,                0.44222,                 1.4127,             0.00033425,             0.00033425,             0.00033425
                    188,                0.77906,                0.70556,                 1.3087,                0.94588,                0.99266,                  0.995,                0.81962,                0.78001,                0.46984,                 1.3903,              0.0003293,              0.0003293,              0.0003293
                    189,                0.74015,                0.67898,                 1.2566,                0.98161,                0.98577,                  0.995,                0.82308,                0.74407,                0.44377,                 1.3429,             0.00032435,             0.00032435,             0.00032435
                    190,                0.75561,                0.67949,                 1.2968,                0.96416,                      1,                  0.995,                0.79278,                0.79785,                 0.4407,                 1.3905,              0.0003194,              0.0003194,              0.0003194
                    191,                0.75663,                0.69307,                 1.2928,                0.95488,                0.97849,                  0.995,                0.80693,                0.82451,                0.48628,                  1.445,             0.00031445,             0.00031445,             0.00031445
                    192,                0.73225,                0.70858,                 1.2685,                0.94186,                0.99725,                  0.995,                0.81421,                0.77488,                0.48318,                 1.3762,              0.0003095,              0.0003095,              0.0003095
                    193,                0.70483,                0.66024,                 1.2559,                0.96427,                0.96503,                  0.995,                0.81444,                0.75127,                0.47247,                 1.3622,             0.00030455,             0.00030455,             0.00030455
                    194,                0.73234,                0.65049,                 1.2823,                0.96374,                0.97357,                  0.995,                0.82402,                0.73954,                0.43504,                 1.3418,              0.0002996,              0.0002996,              0.0002996
                    195,                0.75663,                0.69699,                 1.2694,                0.97302,                0.98951,                  0.995,                 0.8147,                0.76566,                0.44262,                 1.3937,             0.00029465,             0.00029465,             0.00029465
                    196,                0.71008,                0.65595,                 1.2624,                0.98266,                0.94362,                  0.995,                0.80988,                0.78214,                0.46374,                 1.4243,              0.0002897,              0.0002897,              0.0002897
                    197,                0.73521,                  0.648,                 1.2663,                0.94868,                 0.9711,                  0.995,                0.80785,                0.76995,                0.47439,                 1.3882,             0.00028475,             0.00028475,             0.00028475
                    198,                0.72955,                0.68073,                 1.2655,                0.96581,                  0.969,                 0.9934,                0.81805,                0.79191,                0.48339,                 1.3968,              0.0002798,              0.0002798,              0.0002798
                    199,                0.73366,                0.69575,                 1.2861,                0.99189,                0.97002,                 0.9934,                0.81783,                0.78678,                0.46395,                 1.3907,             0.00027485,             0.00027485,             0.00027485
                    200,                0.74117,                0.68503,                 1.2718,                 0.9916,                0.96699,                0.99455,                0.82604,                0.73677,                0.43505,                  1.356,              0.0002699,              0.0002699,              0.0002699
                    201,                0.72696,                0.65087,                 1.2783,                0.99352,                0.97032,                  0.995,                0.81693,                0.74766,                0.42261,                 1.3527,             0.00026495,             0.00026495,             0.00026495
                    202,                0.73613,                0.64757,                 1.2546,                0.97834,                0.97273,                  0.995,                0.80441,                0.79648,                0.45211,                 1.3978,                0.00026,                0.00026,                0.00026
                    203,                0.75864,                0.65863,                 1.2824,                0.94913,                0.99302,                  0.995,                0.81838,                0.77215,                0.45337,                 1.3665,             0.00025505,             0.00025505,             0.00025505
                    204,                0.78801,                0.69098,                 1.3016,                0.99661,                0.95961,                  0.995,                0.79033,                0.83616,                0.48402,                 1.4183,              0.0002501,              0.0002501,              0.0002501
                    205,                0.73329,                0.67832,                 1.2801,                0.99224,                0.94549,                0.99354,                0.83056,                0.75772,                 0.4546,                 1.3684,             0.00024515,             0.00024515,             0.00024515
                    206,                0.77301,                0.67808,                 1.3026,                0.96079,                0.97706,                0.99375,                0.80847,                0.80047,                0.45429,                 1.4052,              0.0002402,              0.0002402,              0.0002402
                    207,                0.72786,                0.63203,                 1.2716,                 0.9354,                0.98388,                0.99413,                0.82177,                0.76087,                0.46696,                 1.3539,             0.00023525,             0.00023525,             0.00023525
                    208,                0.73253,                0.67031,                 1.2596,                0.98557,                0.98331,                  0.995,                0.82736,                0.72335,                0.42358,                 1.3183,              0.0002303,              0.0002303,              0.0002303
                    209,                0.70504,                0.65772,                 1.2606,                0.98419,                0.97709,                  0.995,                0.80416,                0.76903,                0.42178,                 1.3545,             0.00022535,             0.00022535,             0.00022535
                    210,                 0.7062,                0.67497,                 1.2721,                0.93589,                0.98053,                0.99375,                  0.809,                0.78454,                0.47492,                 1.3628,              0.0002204,              0.0002204,              0.0002204
                    211,                0.74217,                0.67237,                  1.266,                0.98098,                0.94504,                0.99354,                0.81435,                0.77791,                0.45643,                 1.3622,             0.00021545,             0.00021545,             0.00021545
                    212,                0.71237,                0.64621,                 1.2444,                0.98897,                0.95988,                0.99455,                0.82561,                 0.7355,                0.44685,                 1.3392,              0.0002105,              0.0002105,              0.0002105
                    213,                 0.7176,                0.63377,                 1.2622,                0.99141,                0.95994,                  0.995,                0.80816,                0.79874,                0.45572,                 1.3811,             0.00020555,             0.00020555,             0.00020555
                    214,                0.70357,                0.65181,                 1.2548,                0.99009,                0.96464,                  0.995,                0.82328,                0.73824,                0.43361,                 1.3226,              0.0002006,              0.0002006,              0.0002006
                    215,                0.71131,                0.65762,                 1.2565,                 0.9927,                0.96678,                0.99455,                0.83714,                0.73988,                0.43006,                 1.3266,             0.00019565,             0.00019565,             0.00019565
                    216,                0.68742,                0.58612,                 1.2118,                0.99348,                0.97096,                0.99455,                 0.8344,                0.73102,                0.42525,                 1.3251,              0.0001907,              0.0001907,              0.0001907
                    217,                0.69734,                0.64165,                 1.2562,                0.99174,                0.96862,                  0.995,                  0.824,                0.75016,                 0.4249,                 1.3561,             0.00018575,             0.00018575,             0.00018575
                    218,                0.71897,                0.64349,                 1.2567,                0.99034,                0.97523,                  0.995,                0.80359,                0.79599,                0.44731,                 1.4149,              0.0001808,              0.0001808,              0.0001808
                    219,                0.72358,                0.64108,                 1.2739,                0.98399,                 0.9838,                  0.995,                0.81732,                0.79113,                0.43536,                 1.4007,             0.00017585,             0.00017585,             0.00017585
                    220,                0.69359,                0.63682,                 1.2509,                 0.9821,                0.98537,                0.99455,                0.80956,                0.78896,                0.42291,                 1.3873,              0.0001709,              0.0001709,              0.0001709
                    221,                0.70073,                0.65797,                 1.2504,                0.98193,                0.97735,                  0.995,                0.82658,                0.74188,                0.41794,                 1.3344,             0.00016595,             0.00016595,             0.00016595
                    222,                0.70521,                0.63627,                 1.2598,                0.98763,                0.97283,                  0.995,                0.83699,                0.70987,                 0.4088,                 1.3011,               0.000161,               0.000161,               0.000161
                    223,                0.70477,                0.63085,                 1.2556,                0.99174,                0.97858,                  0.995,                0.83909,                0.71642,                0.40207,                 1.3175,             0.00015605,             0.00015605,             0.00015605
                    224,                0.73316,                0.66374,                 1.2867,                0.98914,                0.97771,                  0.995,                0.82537,                0.72243,                0.41384,                  1.321,              0.0001511,              0.0001511,              0.0001511
                    225,                0.69445,                0.63465,                 1.2378,                0.97469,                 0.9774,                  0.995,                0.83247,                0.73047,                0.41892,                 1.3245,             0.00014615,             0.00014615,             0.00014615
                    226,                0.69185,                0.63486,                 1.2347,                0.97766,                0.97922,                  0.995,                0.83004,                0.72934,                0.41047,                  1.321,              0.0001412,              0.0001412,              0.0001412
                    227,                0.69277,                0.63215,                 1.2484,                0.96741,                0.99639,                  0.995,                0.83637,                0.71377,                0.40155,                 1.3067,             0.00013625,             0.00013625,             0.00013625
                    228,                0.68101,                0.62798,                 1.2425,                0.97113,                0.98999,                  0.995,                0.82948,                0.71721,                0.40054,                 1.3178,              0.0001313,              0.0001313,              0.0001313
                    229,                0.66835,                0.57733,                 1.2269,                0.99498,                0.96666,                0.99455,                0.83536,                0.71442,                0.40706,                 1.3135,             0.00012635,             0.00012635,             0.00012635
                    230,                0.66142,                0.58911,                 1.2227,                0.97752,                0.98843,                  0.995,                0.84456,                0.71891,                0.41146,                 1.3083,              0.0001214,              0.0001214,              0.0001214
                    231,                0.67882,                0.59683,                 1.2281,                0.98433,                0.98696,                  0.995,                0.82183,                0.73383,                0.42789,                 1.3259,             0.00011645,             0.00011645,             0.00011645
                    232,                0.66399,                0.60405,                 1.2279,                0.98777,                 0.9826,                  0.995,                0.83185,                0.71637,                0.42151,                 1.3064,              0.0001115,              0.0001115,              0.0001115
                    233,                0.65642,                0.59476,                 1.2248,                0.98782,                0.97855,                  0.995,                0.83238,                0.70517,                0.41113,                 1.2983,             0.00010655,             0.00010655,             0.00010655
                    234,                0.66267,                0.62011,                 1.2411,                0.97783,                0.98456,                  0.995,                 0.8356,                0.69548,                0.40683,                  1.288,              0.0001016,              0.0001016,              0.0001016
                    235,                0.68227,                0.61745,                 1.2337,                0.97843,                0.98482,                0.99455,                0.83229,                0.69681,                0.40293,                 1.2845,              9.665e-05,              9.665e-05,              9.665e-05
                    236,                0.68358,                0.59008,                 1.2443,                 0.9798,                0.98392,                  0.995,                0.82905,                0.70884,                0.40496,                 1.2932,               9.17e-05,               9.17e-05,               9.17e-05
                    237,                0.67973,                0.62387,                 1.2352,                 0.9878,                0.97941,                  0.995,                0.82835,                0.72091,                0.41026,                 1.3083,              8.675e-05,              8.675e-05,              8.675e-05
                    238,                0.65778,                0.57784,                 1.2365,                0.99019,                0.98216,                0.99455,                0.82925,                0.72278,                0.41235,                 1.3143,               8.18e-05,               8.18e-05,               8.18e-05
                    239,                0.65553,                0.58971,                 1.2176,                0.98297,                 0.9864,                  0.995,                0.83606,                0.71304,                 0.4169,                 1.3117,              7.685e-05,              7.685e-05,              7.685e-05
                    240,                0.64325,                0.58822,                 1.2079,                 0.9811,                0.98441,                  0.995,                0.83801,                0.70397,                0.41291,                 1.3004,               7.19e-05,               7.19e-05,               7.19e-05
                    241,                0.66076,                0.60363,                 1.3612,                 0.9916,                0.97944,                  0.995,                 0.8396,                 0.7014,                0.41835,                 1.2975,              6.695e-05,              6.695e-05,              6.695e-05
                    242,                0.59265,                0.47532,                 1.2979,                0.99355,                 0.9773,                  0.995,                0.81824,                0.72957,                0.43133,                 1.3455,                6.2e-05,                6.2e-05,                6.2e-05
                    243,                 0.5666,                0.45163,                  1.314,                0.99027,                0.97669,                  0.995,                0.82342,                0.73215,                0.42229,                  1.354,              5.705e-05,              5.705e-05,              5.705e-05
                    244,                0.56138,                0.43907,                 1.2893,                0.99114,                0.97762,                  0.995,                0.82252,                0.72961,                0.42127,                 1.3429,               5.21e-05,               5.21e-05,               5.21e-05
                    245,                0.52572,                0.42485,                 1.2482,                0.99181,                0.97789,                  0.995,                 0.8318,                0.72127,                0.42057,                 1.3228,              4.715e-05,              4.715e-05,              4.715e-05
                    246,                0.50207,                0.37999,                 1.2175,                0.99295,                0.97803,                  0.995,                0.83524,                0.71636,                0.42028,                  1.307,               4.22e-05,               4.22e-05,               4.22e-05
                    247,                0.52121,                0.39677,                 1.2329,                0.99202,                0.97785,                  0.995,                0.83769,                0.70259,                0.42344,                 1.2971,              3.725e-05,              3.725e-05,              3.725e-05
                    248,                0.51393,                0.37314,                 1.2258,                0.98989,                0.97736,                  0.995,                0.84435,                0.69956,                0.42192,                 1.2972,               3.23e-05,               3.23e-05,               3.23e-05
                    249,                0.51462,                0.40186,                 1.2341,                0.98873,                0.97679,                  0.995,                0.84488,                0.69893,                0.42136,                 1.2975,              2.735e-05,              2.735e-05,              2.735e-05
                    250,                0.47661,                0.35798,                 1.1951,                0.98974,                0.97762,                  0.995,                0.84634,                0.69641,                0.42197,                 1.2915,               2.24e-05,               2.24e-05,               2.24e-05
